traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
,None,277.25,0.0,0.0,20.0,Clouds,few clouds,09-11-2012 23:00
5637.0,None,293.54,0.42,0.0,90.0,,mist,02-09-2015 06:00
846.0,None,273.9,0.0,0.0,75.0,Clouds,broken clouds,20-02-2014 04:00
3512.0,None,267.72,,0.0,90.0,,light snow,09-01-2017 18:00
,None,281.51,0.0,0.0,90.0,Clouds,overcast clouds,19-10-2012 13:00
,,275.29,0.0,0.0,20.0,Clouds,few clouds,10-11-2012 04:00
,None,263.75,0.0,0.0,1.0,Clear,sky is clear,07-04-2018 09:00
,None,283.15,0.0,0.0,1.0,Clear,,07-10-2015 00:00
5474.0,None,278.61,0.0,0.0,90.0,Clouds,overcast clouds,20-03-2017 06:00
3078.0,None,279.62,0.25,0.0,90.0,Rain,light rain,
3544.0,None,,2.21,0.0,90.0,Rain,,
314.0,None,297.407,0.0,0.0,8.0,Clear,sky is clear,28-05-2018 04:00
3976.0,None,288.82,0.0,0.0,,Clear,sky is clear,24-06-2017 10:00
2573.0,None,266.01,0.0,0.0,1.0,Clear,sky is clear,03-04-2013 05:00
314.0,None,290.2,0.0,0.0,1.0,,sky is clear,24-07-2013 02:00
4550.0,None,273.39,0.0,0.0,90.0,Clouds,overcast clouds,07-03-2014 10:00
300.0,None,283.85,1.52,0.0,,Drizzle,drizzle,10-05-2016 03:00
3168.0,None,297.55,0.0,0.0,20.0,Clouds,few clouds,
5032.0,None,284.2,0.0,0.0,1.0,,sky is clear,02-05-2016 09:00
873.0,,291.15,0.0,0.0,90.0,Drizzle,heavy intensity drizzle,20-07-2018 04:00
6708.0,None,267.22,0.0,0.0,90.0,Mist,mist,21-01-2016 16:00
,None,289.16,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,21-10-2017 08:00
1450.0,None,282.09,0.0,0.0,,Clouds,overcast clouds,
5943.0,,296.83,0.0,0.0,32.0,Clouds,scattered clouds,19-07-2013 06:00
5988.0,None,274.26,0.0,0.0,90.0,Rain,light rain,12-04-2013 17:00
386.0,None,254.15,0.0,0.0,1.0,Clear,sky is clear,13-12-2016 02:00
359.0,None,259.02,0.0,0.0,20.0,Clouds,few clouds,
2839.0,None,,0.0,0.0,75.0,Clouds,broken clouds,15-02-2014 08:00
6366.0,None,267.25,0.0,0.0,64.0,Clouds,broken clouds,27-11-2013 15:00
5983.0,None,298.82,0.0,0.0,75.0,Clouds,broken clouds,
5651.0,None,,0.0,0.0,1.0,Clear,sky is clear,04-09-2015 16:00
2597.0,None,262.85,0.0,0.0,40.0,Clouds,scattered clouds,24-03-2014 05:00
,None,274.22,0.0,0.0,1.0,,sky is clear,02-12-2017 00:00
3036.0,None,297.8,0.0,0.0,5.0,,sky is clear,
5074.0,None,295.163,,0.0,8.0,Clear,sky is clear,
6322.0,None,255.57,0.0,0.0,64.0,Snow,light snow,21-01-2014 16:00
381.0,,267.49,0.0,0.0,90.0,Snow,light snow,25-02-2018 02:00
4719.0,None,301.47,0.25,0.0,,Rain,light rain,01-09-2018 15:00
4785.0,None,296.7,0.0,0.0,1.0,Clear,sky is clear,21-09-2015 12:00
3065.0,None,284.62,0.0,0.0,90.0,,overcast clouds,13-03-2016 19:00
1922.0,None,258.17,0.25,0.0,64.0,Snow,snow,25-01-2014 23:00
352.0,None,,0.0,0.0,75.0,Clouds,broken clouds,01-08-2018 02:00
,None,,0.0,0.0,1.0,Clear,sky is clear,24-05-2013 12:00
4906.0,None,277.1,0.0,0.0,75.0,Clouds,broken clouds,
876.0,,293.37,0.0,0.0,1.0,Clear,sky is clear,08-07-2018 06:00
578.0,None,270.89,0.0,0.0,,Clear,sky is clear,22-10-2013 00:00
449.0,,274.28,0.0,0.0,1.0,Clear,sky is clear,09-11-2016 01:00
624.0,,288.13,0.0,0.0,92.0,Rain,light rain,
485.0,None,295.21,0.0,0.0,1.0,Clear,sky is clear,14-08-2015 01:00
1354.0,None,276.42,,0.0,90.0,Rain,light rain,23-03-2017 23:00
2899.0,None,296.64,0.0,0.0,75.0,Rain,light rain,03-08-2014 21:00
4774.0,None,249.14,0.0,0.0,40.0,Clouds,scattered clouds,06-02-2014 06:00
3275.0,None,298.02,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,20-08-2017 20:00
4899.0,None,286.15,,0.0,40.0,Clouds,scattered clouds,04-10-2017 13:00
882.0,None,287.86,0.0,0.0,,Clear,sky is clear,05-08-2017 01:00
,None,285.77,0.0,0.0,20.0,Clouds,few clouds,16-05-2016 09:00
6778.0,None,296.43,0.0,0.0,75.0,Rain,proximity shower rain,22-09-2017 07:00
4057.0,None,272.35,0.0,0.0,90.0,,snow,10-12-2012 09:00
326.0,None,288.02,0.0,0.0,,Clouds,scattered clouds,07-05-2018 03:00
2989.0,None,292.3,0.0,0.0,92.0,Clouds,,03-08-2013 21:00
674.0,None,296.35,0.0,0.0,20.0,Clouds,few clouds,02-08-2016 00:00
4215.0,,269.88,0.0,0.0,90.0,Clouds,overcast clouds,20-11-2016 10:00
3302.0,None,266.4,0.0,0.0,90.0,Fog,fog,12-03-2017 16:00
5028.0,None,258.22,0.0,0.0,20.0,Clouds,few clouds,
6364.0,None,288.95,0.0,0.0,90.0,Clouds,overcast clouds,02-11-2016 16:00
2935.0,None,293.931,0.0,0.0,8.0,,sky is clear,15-07-2016 20:00
958.0,None,281.11,,0.0,1.0,Clear,sky is clear,
5373.0,None,263.9,0.0,0.0,64.0,Clouds,broken clouds,
5088.0,None,270.95,0.0,0.0,90.0,Haze,haze,16-12-2017 17:00
5266.0,None,,0.0,0.0,90.0,Snow,light snow,22-11-2016 16:00
1512.0,None,291.76,0.0,0.0,1.0,Fog,fog,04-07-2015 00:00
4418.0,None,273.96,0.0,0.0,90.0,Mist,mist,04-05-2013 10:00
656.0,None,289.52,0.0,0.0,1.0,Clear,sky is clear,
6681.0,,261.6,0.0,0.0,20.0,Clouds,few clouds,07-01-2013 07:00
6172.0,None,294.32,3.05,0.0,80.0,,proximity thunderstorm,24-06-2013 07:00
3290.0,,281.42,0.0,,40.0,Clouds,scattered clouds,20-04-2017 20:00
,None,283.52,1.52,0.0,90.0,Thunderstorm,proximity thunderstorm,
4246.0,None,291.15,0.0,0.0,90.0,Rain,moderate rain,14-08-2017 10:00
,None,,0.0,0.0,90.0,Clouds,overcast clouds,02-12-2016 12:00
1936.0,,287.15,0.0,0.0,,Clouds,overcast clouds,15-09-2013 08:00
2730.0,None,287.94,0.0,0.0,90.0,Mist,mist,
,None,283.86,0.0,0.0,1.0,Clear,sky is clear,29-04-2013 07:00
302.0,,271.15,0.0,0.0,,Fog,fog,28-03-2016 03:00
4337.0,None,283.14,0.0,0.0,,Clouds,scattered clouds,20-10-2012 18:00
265.0,None,,0.0,0.0,,Clear,sky is clear,31-10-2012 02:00
5344.0,None,275.65,0.0,0.0,90.0,Rain,light rain,17-11-2017 08:00
5752.0,None,287.61,0.0,0.0,20.0,Mist,mist,22-05-2018 08:00
4412.0,None,299.82,0.0,0.0,20.0,Thunderstorm,proximity thunderstorm,29-07-2018 15:00
4169.0,None,256.58,0.0,0.0,1.0,Clear,sky is clear,
4349.0,None,270.67,0.0,0.0,1.0,Fog,fog,27-02-2018 10:00
2836.0,None,287.37,0.0,0.0,5.0,Clear,sky is clear,03-10-2017 20:00
2200.0,None,295.28,0.0,0.0,75.0,,broken clouds,18-07-2018 22:00
5019.0,None,275.86,0.0,0.0,1.0,Clear,sky is clear,24-03-2018 15:00
5917.0,None,287.93,0.0,0.0,1.0,Clear,sky is clear,21-09-2015 08:00
6143.0,None,265.75,0.0,0.0,90.0,Snow,light snow,07-12-2016 17:00
,None,296.44,0.0,0.0,1.0,,moderate rain,17-06-2018 23:00
,None,277.93,0.0,0.0,90.0,Drizzle,light intensity drizzle,07-04-2016 13:00
1012.0,None,,0.0,0.0,90.0,,overcast clouds,04-11-2015 23:00
3333.0,,293.77,0.0,0.0,0.0,,Sky is Clear,
874.0,,289.44,1.09,0.0,80.0,Rain,moderate rain,09-06-2016 04:00
,None,275.5,0.0,0.0,90.0,Mist,mist,11-03-2018 14:00
5620.0,None,293.94,2.39,,75.0,Thunderstorm,proximity thunderstorm,06-09-2016 07:00
325.0,None,282.26,0.0,,1.0,Clear,sky is clear,24-05-2013 02:00
462.0,None,279.9,0.0,0.0,90.0,Thunderstorm,thunderstorm with heavy rain,11-11-2012 05:00
,None,273.84,0.0,0.0,1.0,Mist,,21-02-2017 09:00
5170.0,None,,0.0,0.0,1.0,Clear,,25-03-2016 08:00
4371.0,None,296.91,0.0,0.0,48.0,Clouds,,03-08-2013 16:00
339.0,None,290.88,0.0,0.0,90.0,Rain,moderate rain,31-05-2013 02:00
3866.0,None,,0.0,0.0,,Snow,snow,11-02-2013 10:00
4815.0,None,287.04,0.0,0.0,1.0,Clear,,22-10-2015 18:00
3181.0,None,299.08,0.0,0.0,40.0,Clouds,scattered clouds,13-09-2017 20:00
2800.0,None,270.15,0.0,0.0,5.0,Clear,sky is clear,25-11-2017 21:00
2587.0,None,259.8,0.0,0.0,1.0,Clear,,05-02-2018 20:00
4777.0,None,296.4,0.25,0.0,0.0,Rain,light rain,11-06-2013 18:00
3344.0,None,266.42,,0.0,90.0,Mist,mist,19-02-2018 09:00
2592.0,None,295.89,0.0,0.0,20.0,Clouds,few clouds,
341.0,None,272.32,,0.0,,Clouds,,01-04-2014 01:00
,None,273.34,0.0,0.0,,Clouds,overcast clouds,18-03-2017 02:00
4344.0,None,255.18,0.0,0.0,64.0,Snow,light snow,
5681.0,None,275.95,0.0,0.0,90.0,Haze,haze,10-01-2018 15:00
4217.0,None,296.25,0.0,0.0,1.0,Clear,sky is clear,29-07-2015 10:00
4211.0,None,274.82,0.0,0.0,90.0,Snow,snow,05-03-2018 08:00
273.0,None,268.49,0.0,0.0,90.0,,overcast clouds,28-01-2013 01:00
,None,281.22,0.0,0.0,90.0,Drizzle,drizzle,23-05-2013 03:00
3684.0,None,293.36,0.0,0.0,90.0,Mist,mist,09-06-2018 10:00
4706.0,None,270.86,0.0,0.0,90.0,Clouds,overcast clouds,
6217.0,None,278.28,0.0,0.0,90.0,Haze,haze,17-03-2017 15:00
2149.0,None,290.97,0.0,0.0,1.0,Mist,mist,16-06-2013 23:00
,None,295.62,0.0,0.0,1.0,Clear,sky is clear,20-08-2018 01:00
1690.0,None,295.97,1.02,0.0,75.0,Thunderstorm,thunderstorm,29-08-2016 22:00
4273.0,None,291.72,0.0,0.0,75.0,Clouds,broken clouds,15-09-2013 16:00
392.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,07-07-2016 01:00
2190.0,,299.65,0.0,0.0,40.0,Clouds,scattered clouds,28-06-2018 22:00
4016.0,None,300.12,0.0,0.0,1.0,Clear,,
4175.0,None,298.88,,0.0,0.0,Clear,Sky is Clear,06-08-2016 18:00
2730.0,,261.13,0.0,0.0,90.0,,light snow,13-12-2013 20:00
686.0,None,,0.0,0.0,40.0,,scattered clouds,27-01-2013 02:00
721.0,None,274.38,0.0,0.0,90.0,Drizzle,light intensity drizzle,11-03-2013 04:00
2863.0,None,276.79,,0.0,90.0,Rain,,12-12-2015 22:00
331.0,None,273.46,0.0,0.0,90.0,Snow,light snow,11-04-2017 03:00
5347.0,None,272.59,0.0,0.0,90.0,Clouds,overcast clouds,03-12-2016 17:00
826.0,None,,0.51,0.0,90.0,Rain,light rain,27-05-2016 04:00
672.0,None,286.12,0.0,0.0,0.0,Clear,Sky is Clear,15-08-2013 00:00
307.0,None,269.21,0.0,0.0,1.0,,sky is clear,12-04-2016 03:00
6350.0,None,290.79,0.0,0.0,90.0,Rain,moderate rain,
6242.0,None,266.86,0.0,0.0,90.0,Snow,heavy snow,13-11-2012 08:00
,None,271.48,,0.0,90.0,Mist,mist,08-12-2017 19:00
398.0,None,294.85,0.0,0.0,1.0,Mist,mist,04-09-2015 03:00
4219.0,None,291.42,0.0,0.0,1.0,,sky is clear,20-09-2015 11:00
2494.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,03-05-2013 05:00
4592.0,None,287.12,0.0,0.0,48.0,Rain,light rain,28-07-2013 13:00
,None,256.38,0.0,0.0,75.0,Clouds,broken clouds,04-02-2014 02:00
1824.0,None,,0.0,,0.0,Clear,sky is clear,
1735.0,None,291.77,0.0,0.0,75.0,Clouds,broken clouds,27-07-2014 08:00
4874.0,None,298.92,,0.0,1.0,Clear,sky is clear,12-08-2015 11:00
4990.0,None,288.08,0.0,0.0,5.0,Clear,sky is clear,04-10-2017 18:00
957.0,None,,0.0,0.0,1.0,Clear,sky is clear,09-11-2016 04:00
4023.0,None,299.56,0.0,0.0,,Thunderstorm,proximity thunderstorm,25-05-2018 18:00
4332.0,None,299.47,0.0,0.0,1.0,,sky is clear,30-08-2015 17:00
3789.0,None,274.02,0.0,0.0,90.0,Clouds,overcast clouds,09-03-2014 11:00
2640.0,None,261.14,,0.0,,,overcast clouds,08-02-2014 22:00
1457.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,31-12-2013 23:00
5407.0,None,292.93,,0.0,90.0,Drizzle,light intensity drizzle,24-08-2016 06:00
4229.0,None,295.35,0.0,0.0,75.0,Mist,mist,12-06-2017 10:00
2676.0,None,256.28,0.0,0.0,1.0,,sky is clear,16-02-2018 05:00
6351.0,None,264.65,0.0,0.0,1.0,Clear,,02-02-2017 16:00
,None,290.03,0.0,0.0,40.0,Clouds,scattered clouds,13-09-2016 13:00
4684.0,None,254.46,0.0,0.0,56.0,Clouds,broken clouds,02-02-2013 14:00
4520.0,None,,0.0,0.0,0.0,Clear,Sky is Clear,26-08-2013 18:00
944.0,None,,0.0,0.0,1.0,Clear,sky is clear,06-10-2015 23:00
,None,264.22,0.0,0.0,40.0,Mist,mist,14-01-2016 01:00
4925.0,None,280.67,0.0,,36.0,Clouds,scattered clouds,07-10-2013 09:00
2202.0,None,288.01,0.0,0.0,90.0,Clouds,overcast clouds,16-04-2016 07:00
,None,298.36,0.0,0.0,75.0,Thunderstorm,,28-06-2017 16:00
2223.0,None,283.76,,0.0,1.0,Clear,sky is clear,16-11-2016 21:00
6217.0,None,288.67,0.25,0.0,90.0,Rain,light rain,28-05-2014 08:00
,None,,0.25,,1.0,Fog,fog,08-06-2014 08:00
4646.0,None,287.28,0.0,0.0,20.0,Clouds,few clouds,03-11-2016 13:00
2150.0,None,274.69,,0.0,90.0,Rain,moderate rain,04-12-2017 21:00
,None,,0.0,,90.0,Drizzle,light intensity drizzle,28-02-2017 17:00
431.0,None,,0.0,0.0,90.0,,overcast clouds,24-02-2016 03:00
4654.0,None,294.07,,0.0,90.0,Rain,heavy intensity rain,25-06-2018 09:00
3320.0,None,294.98,0.0,0.0,0.0,Clear,Sky is Clear,02-06-2014 19:00
5858.0,None,274.15,0.0,0.0,90.0,Snow,light snow,01-11-2017 17:00
,None,287.95,1.78,0.0,,Rain,moderate rain,20-08-2016 09:00
504.0,None,256.95,0.0,0.0,75.0,Clouds,broken clouds,11-01-2017 00:00
3501.0,None,297.06,0.0,0.0,92.0,Clouds,overcast clouds,20-05-2014 19:00
1759.0,,264.58,0.0,0.0,90.0,Mist,mist,11-12-2016 09:00
775.0,None,250.75,0.0,0.0,1.0,Haze,,19-01-2016 00:00
4620.0,None,299.29,0.0,0.0,1.0,,sky is clear,23-06-2018 14:00
,None,284.29,0.0,0.0,1.0,Clear,,27-05-2017 04:00
,,262.36,0.0,0.0,1.0,Clear,sky is clear,06-01-2013 00:00
5523.0,None,254.16,0.0,,2.0,Clear,sky is clear,05-02-2013 08:00
643.0,None,264.62,0.0,0.0,1.0,Clear,sky is clear,25-02-2017 04:00
458.0,None,275.62,0.0,0.0,1.0,Drizzle,light intensity drizzle,01-04-2016 01:00
,None,273.44,0.0,0.0,90.0,Mist,mist,01-12-2015 14:00
5896.0,,290.34,0.0,0.0,1.0,Clear,sky is clear,15-06-2017 06:00
2413.0,None,291.18,0.25,0.0,,Rain,light rain,27-05-2014 21:00
4737.0,None,289.68,0.25,0.0,90.0,,,18-09-2018 13:00
7015.0,None,268.85,0.0,0.0,,Clouds,broken clouds,19-11-2013 07:00
866.0,None,293.21,0.0,0.0,1.0,Clear,sky is clear,15-06-2018 04:00
3001.0,None,276.793,0.0,0.0,64.0,Clouds,broken clouds,18-01-2014 19:00
5815.0,None,292.42,,,75.0,Fog,fog,03-09-2015 06:00
,None,290.79,0.0,0.0,20.0,Clouds,few clouds,13-09-2017 08:00
4317.0,None,270.57,0.0,0.0,1.0,Clear,sky is clear,19-02-2014 10:00
339.0,None,283.51,0.0,0.0,90.0,Drizzle,light intensity drizzle,18-05-2017 03:00
1898.0,None,273.75,0.0,,5.0,,sky is clear,
1074.0,None,269.72,0.0,0.0,1.0,Clear,sky is clear,29-03-2014 00:00
1241.0,None,290.24,0.0,0.0,1.0,,sky is clear,03-06-2014 23:00
370.0,None,273.75,0.0,0.0,90.0,Clouds,overcast clouds,
258.0,None,290.87,,0.0,40.0,Mist,mist,21-05-2013 02:00
870.0,None,292.07,0.0,0.0,1.0,Clear,sky is clear,07-07-2014 04:00
1645.0,None,278.08,0.0,0.0,1.0,Clear,sky is clear,28-03-2016 22:00
764.0,None,271.09,0.0,0.0,0.0,Clear,Sky is Clear,09-10-2016 05:00
6667.0,None,292.51,0.0,0.0,90.0,Rain,moderate rain,02-10-2017 16:00
1973.0,None,,0.89,0.0,90.0,Rain,light rain,23-04-2014 22:00
5724.0,None,259.24,0.0,0.0,0.0,Clear,sky is clear,31-01-2014 17:00
335.0,None,286.54,0.25,0.0,1.0,Rain,light rain,29-08-2018 01:00
337.0,None,297.888,0.0,0.0,0.0,Clear,Sky is Clear,20-07-2016 03:00
5340.0,None,278.07,1.69,0.0,90.0,Rain,moderate rain,13-05-2016 08:00
1698.0,None,270.8,0.0,,90.0,Clouds,overcast clouds,26-12-2015 23:00
5637.0,None,285.29,0.0,0.0,90.0,,overcast clouds,17-10-2012 06:00
,None,272.19,0.0,0.0,1.0,Clear,sky is clear,20-12-2015 07:00
6057.0,None,276.68,0.0,0.0,20.0,Clouds,few clouds,02-03-2018 15:00
4287.0,None,269.74,0.0,0.0,40.0,Clouds,scattered clouds,23-01-2018 15:00
1283.0,None,,,0.0,90.0,Mist,mist,17-12-2017 07:00
2860.0,None,,0.0,0.0,1.0,Clear,sky is clear,31-03-2017 22:00
621.0,None,296.22,,0.0,90.0,Clouds,overcast clouds,11-07-2016 00:00
,None,289.51,0.0,0.0,75.0,Clouds,broken clouds,10-09-2017 09:00
,None,299.3,,0.0,1.0,Clear,sky is clear,
5896.0,None,,0.0,,92.0,Clouds,overcast clouds,05-08-2013 15:00
4908.0,None,290.84,,0.0,40.0,Clouds,scattered clouds,06-05-2017 14:00
452.0,None,296.16,0.0,,1.0,Clear,sky is clear,07-07-2017 01:00
381.0,None,263.02,0.0,,40.0,Snow,light snow,07-04-2018 03:00
3705.0,None,296.08,,0.0,75.0,Clouds,broken clouds,30-08-2017 19:00
5789.0,None,274.15,0.0,,1.0,Clear,sky is clear,22-11-2013 14:00
4702.0,None,283.35,0.0,0.0,90.0,,,06-10-2013 10:00
3274.0,None,291.03,0.0,0.0,0.0,Clear,Sky is Clear,05-08-2016 22:00
4695.0,None,286.28,0.0,0.0,90.0,Rain,light rain,23-05-2017 12:00
948.0,None,252.72,0.0,0.0,,Clouds,scattered clouds,13-01-2016 04:00
581.0,None,,0.25,0.0,90.0,Mist,mist,
237.0,None,288.96,0.0,,1.0,Clear,sky is clear,30-07-2016 04:00
3239.0,,266.95,0.0,0.0,90.0,Mist,,19-02-2018 11:00
410.0,None,292.11,0.0,0.0,8.0,Clear,sky is clear,12-06-2016 03:00
6662.0,None,297.38,0.0,0.0,,Clear,sky is clear,04-05-2018 16:00
427.0,None,275.22,0.0,0.0,90.0,Drizzle,light intensity drizzle,06-12-2016 01:00
754.0,None,289.4,0.0,0.0,90.0,,proximity thunderstorm,18-06-2017 02:00
4228.0,None,247.15,0.0,0.0,40.0,Clouds,scattered clouds,06-01-2014 16:00
2727.0,None,292.7,0.0,,64.0,Clouds,broken clouds,31-07-2013 21:00
2940.0,,290.79,0.0,0.0,5.0,Clear,sky is clear,
3649.0,None,269.59,0.0,0.0,75.0,Clouds,broken clouds,28-11-2013 12:00
271.0,None,280.35,0.0,0.0,1.0,,sky is clear,24-11-2017 02:00
4270.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,07-12-2012 18:00
2532.0,,273.0,0.0,0.0,20.0,Clouds,few clouds,19-01-2013 20:00
905.0,None,289.88,1.35,,90.0,Mist,mist,30-06-2013 06:00
4416.0,None,275.85,0.0,0.0,20.0,Clouds,few clouds,17-11-2012 11:00
3581.0,None,268.59,,0.0,5.0,Clear,sky is clear,02-03-2017 19:00
4233.0,,273.55,0.0,0.0,20.0,Clouds,few clouds,17-11-2012 10:00
4144.0,None,257.33,0.0,0.0,,Clouds,broken clouds,25-01-2014 18:00
374.0,None,287.85,0.0,0.0,90.0,Clouds,overcast clouds,02-06-2013 04:00
299.0,None,,0.0,0.0,1.0,Clear,sky is clear,25-05-2014 04:00
413.0,None,,0.0,0.0,1.0,,sky is clear,23-07-2017 03:00
1734.0,None,,1.02,0.0,90.0,Rain,moderate rain,24-04-2016 07:00
5642.0,None,273.02,0.0,0.0,1.0,,sky is clear,08-03-2017 14:00
4478.0,None,289.4,0.0,,76.0,Clouds,,
5173.0,None,274.63,0.0,0.0,,Clouds,overcast clouds,13-04-2013 14:00
5527.0,None,297.55,,0.0,40.0,Clouds,scattered clouds,
3752.0,None,264.51,0.0,,90.0,Mist,mist,03-02-2018 16:00
504.0,None,288.34,0.0,0.0,75.0,Clouds,broken clouds,03-06-2016 02:00
389.0,None,277.66,0.0,0.0,90.0,Clouds,overcast clouds,11-03-2014 03:00
352.0,None,275.21,,0.0,90.0,Snow,light snow,30-11-2016 01:00
4639.0,None,290.71,0.0,0.0,1.0,,sky is clear,19-09-2015 12:00
4629.0,None,270.62,0.0,0.0,1.0,Clear,sky is clear,06-02-2017 12:00
4903.0,None,260.29,0.0,0.0,90.0,Clouds,overcast clouds,28-02-2014 12:00
759.0,None,272.55,0.0,0.0,1.0,,mist,19-01-2017 00:00
4958.0,None,272.21,0.0,0.0,90.0,Rain,light rain,20-03-2018 14:00
483.0,None,294.83,0.0,0.0,90.0,Mist,mist,06-07-2014 05:00
627.0,None,249.15,0.0,0.0,1.0,Clear,,30-12-2013 04:00
4549.0,None,299.84,,0.0,,Clouds,scattered clouds,
4742.0,None,300.95,0.0,0.0,,Clouds,overcast clouds,19-08-2018 14:00
5806.0,None,254.917,0.0,,0.0,Clear,,13-12-2016 17:00
4771.0,None,301.51,0.0,,,Clouds,broken clouds,30-07-2017 18:00
841.0,None,286.42,0.0,,40.0,Fog,fog,08-07-2017 05:00
616.0,None,291.55,0.25,0.0,48.0,Rain,light rain,02-06-2014 00:00
2943.0,None,291.12,1.96,0.0,44.0,,proximity thunderstorm,11-10-2013 23:00
2678.0,None,289.48,0.0,0.0,75.0,Clouds,broken clouds,04-09-2017 09:00
5705.0,None,295.37,5.69,0.0,90.0,Thunderstorm,thunderstorm with heavy rain,17-09-2015 07:00
4634.0,None,298.15,0.0,,92.0,Clouds,,26-07-2013 18:00
3804.0,None,260.0,0.0,0.0,1.0,Clear,sky is clear,18-03-2013 09:00
4638.0,None,285.97,,,1.0,Clear,sky is clear,22-09-2018 11:00
4896.0,None,290.41,0.0,0.0,5.0,,sky is clear,24-05-2013 17:00
4749.0,None,272.98,0.0,0.0,90.0,Snow,light snow,08-01-2016 09:00
4579.0,None,270.01,0.0,0.0,20.0,,,29-03-2018 10:00
4551.0,,,0.0,0.0,75.0,Clouds,broken clouds,19-03-2018 11:00
6200.0,,286.1,0.0,0.0,90.0,Clouds,overcast clouds,09-10-2015 16:00
4216.0,None,,0.0,0.0,90.0,Rain,light rain,23-01-2017 10:00
3251.0,None,299.97,0.0,0.0,20.0,Clouds,few clouds,29-05-2014 20:00
6714.0,None,298.58,0.0,0.0,48.0,Clouds,scattered clouds,23-06-2016 16:00
5173.0,None,301.64,,0.0,20.0,Clouds,few clouds,13-09-2017 14:00
3578.0,None,293.53,0.0,0.0,75.0,Clouds,broken clouds,09-09-2016 19:00
5857.0,None,293.93,0.0,,92.0,Mist,,01-07-2014 14:00
6653.0,None,298.35,0.0,0.0,90.0,Clouds,,23-05-2016 16:00
3413.0,None,293.92,,0.0,1.0,Clear,,25-08-2015 19:00
5742.0,None,297.29,,0.0,75.0,Clouds,,01-06-2018 14:00
6138.0,,,0.0,0.0,40.0,Clouds,scattered clouds,02-08-2017 17:00
697.0,None,,0.0,0.0,,Clouds,few clouds,28-10-2016 00:00
4442.0,None,295.15,0.0,,75.0,Drizzle,light intensity drizzle,10-07-2018 10:00
686.0,None,274.36,0.0,0.0,1.0,Clear,sky is clear,
947.0,None,286.81,0.0,0.0,80.0,Clouds,broken clouds,23-06-2016 04:00
899.0,None,266.68,0.0,0.0,90.0,Snow,light snow,03-02-2016 04:00
803.0,None,282.13,0.0,0.0,1.0,Clear,sky is clear,17-09-2013 04:00
3390.0,None,285.96,0.0,0.0,90.0,Drizzle,light intensity drizzle,25-06-2017 09:00
4958.0,None,290.88,0.0,0.0,75.0,Clouds,broken clouds,15-04-2017 12:00
2920.0,None,276.79,0.0,0.0,90.0,Mist,,12-12-2015 20:00
3339.0,None,256.15,0.0,0.0,75.0,Clouds,broken clouds,21-01-2013 10:00
885.0,None,260.58,0.0,0.0,,Clouds,overcast clouds,13-02-2018 04:00
5476.0,None,283.16,0.0,0.0,20.0,Rain,light rain,16-10-2013 14:00
5059.0,,274.86,,,90.0,Haze,haze,22-03-2018 11:00
,None,295.83,,0.0,20.0,Haze,haze,05-05-2016 20:00
344.0,None,276.82,0.0,0.0,1.0,Clear,sky is clear,14-05-2013 03:00
3285.0,None,292.61,0.0,0.0,1.0,Clear,sky is clear,08-07-2017 09:00
507.0,None,281.43,0.0,,90.0,Rain,moderate rain,28-10-2015 00:00
2430.0,None,278.27,,,90.0,Thunderstorm,proximity thunderstorm with rain,26-10-2012 05:00
1593.0,,266.29,0.0,0.0,90.0,Snow,light snow,19-02-2018 21:00
2898.0,None,274.21,0.0,0.0,90.0,Drizzle,,04-05-2013 22:00
1503.0,,292.5,2.79,,20.0,Rain,moderate rain,27-08-2018 22:00
4846.0,None,294.88,0.0,0.0,20.0,,,05-06-2014 10:00
4985.0,,268.39,0.0,0.0,90.0,Mist,mist,21-12-2012 10:00
,None,274.68,0.0,0.0,1.0,Haze,haze,10-01-2018 05:00
3925.0,None,285.65,4.09,0.0,90.0,Mist,mist,
3867.0,None,276.12,,0.0,,Rain,light rain,19-10-2013 09:00
4734.0,None,294.41,0.0,,90.0,Drizzle,light intensity drizzle,19-07-2018 13:00
4517.0,None,273.35,0.0,0.0,90.0,Snow,light snow,07-01-2016 11:00
,None,270.68,0.0,0.0,1.0,Clear,sky is clear,28-10-2012 08:00
3699.0,None,295.39,0.0,0.0,20.0,,few clouds,08-07-2017 10:00
4806.0,None,304.15,0.0,0.0,20.0,Clouds,few clouds,08-08-2018 18:00
5046.0,None,272.33,,0.0,90.0,Clouds,overcast clouds,18-02-2013 15:00
2506.0,None,270.15,0.0,0.0,90.0,Snow,light snow,08-01-2016 21:00
1501.0,None,289.32,0.0,0.0,90.0,,overcast clouds,18-09-2018 23:00
1350.0,None,300.16,0.0,0.0,1.0,,sky is clear,22-07-2016 21:00
5368.0,None,287.33,,0.0,90.0,Clouds,overcast clouds,12-10-2015 08:00
2986.0,None,275.29,,0.0,90.0,Mist,mist,10-01-2018 19:00
4537.0,None,,0.0,0.0,1.0,Clear,sky is clear,27-07-2017 10:00
